id	tokens	ner_tags
145	['Peach', 'trees', 'are', 'prone', 'to', 'a', 'disease', 'called', 'leaf', 'curl', ',', 'which', 'usually', 'does', 'not', 'directly', 'affect', 'the', 'fruit', ',', 'but', 'does', 'reduce', 'the', 'crop', 'yield', 'by', 'partially', 'defoliating', 'the', 'tree', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
146	['Several', 'fungicides', 'can', 'be', 'used', 'to', 'combat', 'the', 'disease', ',', 'including', 'Bordeaux', 'mixture', 'and', 'other', 'copper', '-', 'based', 'products', '(', 'the', 'University', 'of', 'California', 'considers', 'these', 'organic', 'treatments', ')', ',', 'ziram', ',', 'chlorothalonil', ',', 'and', 'dodine', '.']	[[1], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
147	['The', 'fruit', 'is', 'susceptible', 'to', 'brown', 'rot', 'or', 'a', 'dark', 'reddish', 'spot', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
148	['Peaches', 'and', 'nectarines', 'are', 'best', 'stored', 'at', 'temperatures', 'of', '0', '\xa0', '°', 'C', '(', '32', '\xa0', '°', 'F', ')', 'and', 'in', 'high', 'humidity', '.']	[[0], [0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
149	['They', 'are', 'highly', 'perishable', ',', 'so', 'are', 'typically', 'consumed', 'or', 'canned', 'within', 'two', 'weeks', 'of', 'harvest', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
150	['Peaches', 'are', 'climacteric', 'fruits', 'and', 'continue', 'to', 'ripen', 'after', 'being', 'picked', 'from', 'the', 'tree', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
151	['In', '2020', ',', 'world', 'production', 'of', 'peaches', '(', 'combined', 'with', 'nectarines', 'for', 'reporting', ')', 'was', '24.6', 'million', 'tonnes', ',', 'led', 'by', 'China', 'with', '61', '%', 'of', 'the', 'world', 'total', '(', 'table', ')', '.']	[[0], [0], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
152	"['The', 'U.S.', 'state', 'of', 'Georgia', 'is', 'known', 'as', 'the', '""', 'Peach', 'State', '""', 'due', 'to', 'its', 'significant', 'production', 'of', 'peaches', 'as', 'early', 'as', '1571', ',', 'with', 'exports', 'to', 'other', 'states', 'occurring', 'around', '1858', '.']"	[[3], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
153	['In', '2014', ',', 'Georgia', 'was', 'third', 'in', 'US', 'peach', 'production', 'behind', 'California', 'and', 'South', 'Carolina', '.']	[[0], [3], [0], [3], [3], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
154	['The', 'largest', 'peach', 'producing', 'countries', 'in', 'Latin', 'America', 'are', 'Argentina', ',', 'Brazil', ',', 'Chile', ',', 'and', 'Mexico', '.']	[[0], [3], [3], [3], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
155	['Peaches', 'are', 'not', 'only', 'a', 'popular', 'fruit', ',', 'but', 'also', 'are', 'symbolic', 'in', 'many', 'cultural', 'traditions', ',', 'such', 'as', 'in', 'art', ',', 'paintings', ',', 'and', 'folk', 'tales', 'such', 'as', 'the', 'Peaches', 'of', 'Immortality', '.']	[[2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
156	['Peach', 'blossoms', 'are', 'highly', 'prized', 'in', 'Chinese', 'culture', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0]]
157	['The', 'ancient', 'Chinese', 'believed', 'the', 'peach', 'to', 'possess', 'more', 'vitality', 'than', 'any', 'other', 'tree', 'because', 'their', 'blossoms', 'appear', 'before', 'leaves', 'sprout', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
158	['When', 'early', 'rulers', 'of', 'China', 'visited', 'their', 'territories', ',', 'they', 'were', 'preceded', 'by', 'sorcerers', 'armed', 'with', 'peach', 'rods', 'to', 'protect', 'them', 'from', 'spectral', 'evils', '.']	[[3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
159	"['On', 'New', 'Year', ""'s"", 'Eve', ',', 'local', 'magistrates', 'would', 'cut', 'peach', 'wood', 'branches', 'and', 'place', 'them', 'over', 'their', 'doors', 'to', 'protect', 'against', 'evil', 'influences', '.']"	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
160	['Peach', 'wood', 'was', 'also', 'used', 'for', 'the', 'earliest', 'known', 'door', 'gods', 'during', 'the', 'Han', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
161	"['Another', 'author', 'writes', ':', '\n', 'The', 'Chinese', 'also', 'considered', 'peach', 'wood', '(', ""t'ao"", '-', 'fu', ')', 'protective', 'against', 'evil', 'spirits', ',', 'who', 'held', 'the', 'peach', 'in', 'awe', '.']"	[[0], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
162	['In', 'ancient', 'China', ',', 'peach', '-', 'wood', 'bows', 'were', 'used', 'to', 'shoot', 'arrows', 'in', 'every', 'direction', 'in', 'an', 'effort', 'to', 'dispel', 'evil', '.']	[[3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
163	"['Peach', '-', 'wood', 'slips', 'or', 'carved', 'pits', 'served', 'as', 'amulets', 'to', 'protect', 'a', 'person', ""'s"", 'life', ',', 'safety', ',', 'and', 'health', '.']"	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
164	"['Peachwood', 'seals', 'or', 'figurines', 'guarded', 'gates', 'and', 'doors', ',', 'and', ',', 'as', 'one', 'Han', 'account', 'recites', ',', '""', 'the', 'buildings', 'in', 'the', 'capital', 'are', 'made', 'tranquil', 'and', 'pure', ';', 'everywhere', 'a', 'good', 'state', 'of', 'affairs', 'prevails', '""', '.']"	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
165	['Writes', 'the', 'author', ',', 'further', ':', '\n', 'Another', 'aid', 'in', 'fighting', 'evil', 'spirits', 'were', 'peach', '-', 'wood', 'wands', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
166	['The', 'Li', '-', 'chi', '(', 'Han', 'period', ')', 'reported', 'that', 'the', 'emperor', 'went', 'to', 'the', 'funeral', 'of', 'a', 'minister', 'escorted', 'by', 'a', 'sorcerer', 'carrying', 'a', 'peachwood', 'wand', 'to', 'keep', 'bad', 'influences', 'away', '.']	[[1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
167	['Since', 'that', 'time', ',', 'peachwood', 'wands', 'have', 'remained', 'an', 'important', 'means', 'of', 'exorcism', 'in', 'China', '.']	[[3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
168	['Peach', 'kernels', '(', '桃仁', 'táo', 'rén', ')', 'are', 'a', 'common', 'ingredient', 'used', 'in', 'traditional', 'Chinese', 'medicine', 'to', 'dispel', 'blood', 'stasis', ',', 'counter', 'inflammation', ',', 'and', 'reduce', 'allergies', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
169	['In', 'an', 'orchard', 'of', 'flowering', 'peach', 'trees', ',', 'Liu', 'Bei', ',', 'Guan', 'Yu', ',', 'and', 'Zhang', 'Fei', 'took', 'an', 'oath', 'of', 'brotherhood', 'in', 'the', 'opening', 'chapter', 'of', 'the', 'classic', 'Chinese', 'novel', 'Romance', 'of', 'the', 'Three', 'Kingdoms', '.']	[[1], [1], [1], [0], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
170	"['Another', 'peach', 'orchard', ',', 'in', '""', 'The', 'Peach', 'Blossom', 'Spring', '""', 'by', 'poet', 'Tao', 'Yuanming', ',', 'is', 'the', 'setting', 'of', 'the', 'favourite', 'Chinese', 'fable', 'and', 'a', 'metaphor', 'for', 'utopias', '.']"	[[0], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
171	['A', 'peach', 'tree', 'growing', 'on', 'a', 'precipice', 'was', 'where', 'the', 'Taoist', 'master', 'Zhang', 'Daoling', 'tested', 'his', 'disciples', '.']	[[0], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
172	['The', 'Old', 'Man', 'of', 'the', 'South', 'Pole', ',', 'one', 'of', 'the', 'deities', 'of', 'the', 'Chinese', 'folk', 'religion', 'fulu', 'shou', ',', 'is', 'sometimes', 'seen', 'holding', 'a', 'large', 'peach', ',', 'representing', 'long', 'life', 'and', 'health', '.']	[[0], [0], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
173	"['[', 'citation', 'needed', ']', '\n', 'The', 'term', '""', 'bitten', 'peach', '""', ',', 'first', 'used', 'by', 'Legalist', 'philosopher', 'Han', 'Fei', 'in', 'his', 'work', 'Han', 'Feizi', ',', 'became', 'a', 'byword', 'for', 'homosexuality', '.']"	[[1], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
174	['The', 'book', 'records', 'the', 'incident', 'when', 'courtier', 'Mizi', 'Xia', 'bit', 'into', 'an', 'especially', 'delicious', 'peach', 'and', 'gave', 'the', 'remainder', 'to', 'his', 'lover', ',', 'Duke', 'Ling', 'of', 'Wei', ',', 'as', 'a', 'gift', 'so', 'that', 'he', 'could', 'taste', 'it', ',', 'as', 'well', '.']	[[1], [1], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
175	['[', 'citation', 'needed', ']', '\n', 'In', 'Korea', ',', 'peaches', 'have', 'been', 'cultivated', 'from', 'ancient', 'times', '.']	[[3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
176	['According', 'to', 'Samguk', 'Sagi', ',', 'peach', 'trees', 'were', 'planted', 'during', 'the', 'Three', 'Kingdoms', 'of', 'Korea', 'period', ',', 'and', 'Sallim', 'gyeongje', 'also', 'mentions', 'cultivation', 'skills', 'of', 'peach', 'trees', '.']	[[1], [2], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
177	['The', 'peach', 'is', 'seen', 'as', 'the', 'fruit', 'of', 'happiness', ',', 'riches', ',', 'honours', ',', 'and', 'longevity', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
178	['The', 'rare', 'peach', 'with', 'double', 'seeds', 'is', 'seen', 'as', 'a', 'favorable', 'omen', 'of', 'a', 'mild', 'winter', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
179	['It', 'is', 'one', 'of', 'the', '10', 'immortal', 'plants', 'and', 'animals', ',', 'so', 'peaches', 'appear', 'in', 'many', 'minhwa', '(', 'folk', 'paintings', ')', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
180	['Peaches', 'and', 'peach', 'trees', 'are', 'believed', 'to', 'chase', 'away', 'spirits', ',', 'so', 'peaches', 'are', 'not', 'placed', 'on', 'tables', 'for', 'jesa', '(', 'ancestor', 'veneration', ')', ',', 'unlike', 'other', 'fruits', '.']	[[2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
181	"['The', 'world', ""'s"", 'sweetest', 'peach', 'is', 'grown', 'in', 'Fukushima', ',', 'Japan', '.']"	[[3], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
182	['The', 'Guinness', 'world', 'record', 'for', 'the', 'sweetest', 'peach', 'is', 'currently', 'held', 'by', 'a', 'peach', 'grown', 'in', 'Kanechika', ',', 'Japan', ',', 'with', 'a', 'sugar', 'content', 'of', '22.2', '%', '.']	[[2], [3], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
183	['However', ',', 'a', 'fruit', 'farm', 'in', 'rural', 'Fukushima', ',', 'Koji', 'grew', 'a', 'much', 'sweeter', 'peach', ',', 'with', 'a', 'Brix', 'score', 'of', '32', '°', '.']	[[1], [1], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
184	['Degrees', 'Brix', 'measures', 'the', 'sugar', 'content', 'of', 'the', 'fruit', ',', 'and', 'is', 'usually', 'between', '11', 'and', '15', 'for', 'a', 'typical', 'peach', 'from', 'a', 'supermarket', '.']	[[2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
185	['Momotarō', ',', 'a', 'folktale', 'character', ',', 'is', 'named', 'after', 'the', 'giant', 'peach', 'from', 'which', 'he', 'was', 'birthed', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
186	['Two', 'traditional', 'Japanese', 'words', 'for', 'the', 'color', 'pink', 'correspond', 'to', 'blossoming', 'trees', ':', 'one', 'for', 'peach', 'blossoms', '(', 'momo', '-', 'iro', ')', ',', 'and', 'one', 'for', 'cherry', 'blossoms', '(', 'sakura', '-', 'iro', ')', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
187	['A', 'Vietnamese', 'mythic', 'history', 'states', 'that', 'in', 'the', 'spring', 'of', '1789', ',', 'after', 'marching', 'to', 'Ngọc', 'Hồi', 'and', 'then', 'winning', 'a', 'great', 'victory', 'against', 'invaders', 'from', 'the', 'Qing', 'dynasty', 'of', 'China', ',', 'Emperor', 'Quang', 'Trung', 'ordered', 'a', 'messenger', 'to', 'gallop', 'to', 'Phú', 'Xuân', 'citadel', '(', 'now', 'Huế', ')', 'and', 'deliver', 'a', 'flowering', 'peach', 'branch', 'to', 'the', 'Empress', 'Ngọc', 'Hân', '.']	[[0], [0], [0], [0], [3], [1], [2], [1], [1], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
188	['This', 'took', 'place', 'on', 'the', 'fifth', 'day', 'of', 'the', 'first', 'lunar', 'month', ',', 'two', 'days', 'before', 'the', 'predicted', 'end', 'of', 'the', 'battle', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
189	['The', 'branch', 'of', 'peach', 'flowers', 'that', 'was', 'sent', 'from', 'the', 'north', 'to', 'the', 'centre', 'of', 'Vietnam', 'was', 'not', 'only', 'a', 'message', 'of', 'victory', 'from', 'the', 'Emperor', 'to', 'his', 'consort', ',', 'but', 'also', 'the', 'start', 'of', 'a', 'new', 'spring', 'of', 'peace', 'and', 'happiness', 'for', 'all', 'the', 'Vietnamese', 'people', '.']	[[3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
190	['In', 'addition', ',', 'since', 'the', 'land', 'of', 'Nhật', 'Tân', 'had', 'freely', 'given', 'that', 'very', 'branch', 'of', 'peach', 'flowers', 'to', 'the', 'Emperor', ',', 'it', 'became', 'the', 'loyal', 'garden', 'of', 'his', 'dynasty', '.']	[[3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
191	['The', 'protagonists', 'of', 'The', 'Tale', 'of', 'Kieu', 'fell', 'in', 'love', 'by', 'a', 'peach', 'tree', ',', 'and', 'in', 'Vietnam', ',', 'the', 'blossoming', 'peach', 'flower', 'is', 'the', 'signal', 'of', 'spring', '.']	[[0], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
192	['Finally', ',', 'peach', 'bonsai', 'trees', 'are', 'used', 'as', 'decoration', 'during', 'Vietnamese', 'New', 'Year', '(', 'Tết', ')', 'in', 'northern', 'Vietnam', '.']	[[0], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
193	['[', 'citation', 'needed', ']', '\n', 'Many', 'famous', 'artists', 'have', 'painted', 'with', 'peach', 'fruits', 'placed', 'in', 'prominence', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
194	['Caravaggio', ',', 'Vicenzo', 'Campi', ',', 'Pierre', '-', 'Auguste', 'Renoir', ',', 'Claude', 'Monet', ',', 'Édouard', 'Manet', ',', 'Henri', 'Fantin', '-', 'Latour', ',', 'Severin', 'Roesen', ',', 'Peter', 'Paul', 'Rubens', ',', 'and', 'Van', 'Gogh', 'are', 'among', 'the', 'many', 'influential', 'artists', 'who', 'painted', 'peaches', 'and', 'peach', 'trees', 'in', 'various', 'settings', '.']	[[1], [1], [1], [1], [1], [1], [1], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
195	['Scholars', 'suggest', 'that', 'many', 'compositions', 'are', 'symbolic', ',', 'some', 'an', 'effort', 'to', 'introduce', 'realism', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
196	"['For', 'example', ',', 'Tresidder', 'claims', 'the', 'artists', 'of', 'Renaissance', 'symbolically', 'used', 'peach', 'to', 'represent', 'heart', ',', 'and', 'a', 'leaf', 'attached', 'to', 'the', 'fruit', 'as', 'the', 'symbol', 'for', 'tongue', ',', 'thereby', 'implying', 'speaking', 'truth', 'from', 'one', ""'s"", 'heart', ';', 'a', 'ripe', 'peach', 'was', 'also', 'a', 'symbol', 'to', 'imply', 'a', 'ripe', 'state', 'of', 'good', 'health', '.']"	[[2], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
197	"['Caravaggio', ""'s"", 'paintings', 'introduce', 'realism', 'by', 'painting', 'peach', 'leaves', 'that', 'are', 'molted', ',', 'discolored', ',', 'or', 'in', 'some', 'cases', 'have', 'wormholes', '–', 'conditions', 'common', 'in', 'modern', 'peach', 'cultivation', '.']"	[[2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
198	"['In', 'literature', ',', 'Roald', 'Dahl', 'named', 'his', 'children', ""'s"", 'fantasy', 'novel', 'James', 'and', 'the', 'Giant', 'Peach', 'because', 'a', 'peach', 'is', '""', 'prettier', ',', 'bigger', 'and', 'squishier', 'than', 'a', 'cherry', '.', '""']"	[[1], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
199	['South', 'Carolina', 'named', 'the', 'peach', 'its', 'official', 'fruit', 'in', '1984', '.']	[[3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
200	"['The', 'peach', 'became', 'the', 'state', 'fruit', 'of', 'Georgia', ',', 'nicknamed', 'the', '""', 'Peach', 'State', '""', ',', 'in', '1995', '.']"	[[3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
201	['The', 'peach', 'went', 'from', 'feral', 'trees', 'utilized', 'opportunistically', 'to', 'a', 'tended', 'commercial', 'crop', 'in', 'the', 'Southern', 'United', 'States', 'in', 'the', '1850s', ',', 'as', 'the', 'boll', 'weevil', 'attacked', 'regional', 'cotton', 'crops', '.']	[[3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
202	['When', 'Georgia', 'reached', 'peak', 'production', 'in', 'the', '1920s', ',', 'elaborate', 'festivals', 'celebrated', 'the', 'fruit', '.']	[[3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
203	"['By', '2017', ',', 'Georgia', ""'s"", 'production', 'represented', '3–5', '%', 'of', 'the', 'U.S.', 'total', '.']"	[[0], [3], [0], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
204	"['Alabama', 'named', 'it', 'the', '""', 'state', 'tree', 'fruit', '""', 'in', '2006', '.']"	[[3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
205	"['Delaware', ""'s"", 'state', 'flower', 'has', 'been', 'the', 'peach', 'blossom', 'since', '1995', ',', 'and', 'peach', 'pie', 'became', 'its', 'official', 'dessert', 'in', '2009', '.']"	[[3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
206	['Raw', 'peach', 'flesh', 'is', '89', '%', 'water', ',', '10', '%', 'carbohydrates', ',', '1', '%', 'protein', ',', 'and', 'contains', 'negligible', 'fat', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
207	['A', 'medium', '-', 'sized', 'raw', 'peach', ',', 'weighing', '100', '\xa0', 'g', '(', '3.5', '\xa0', 'oz', ')', ',', 'supplies', '39', 'calories', ',', 'and', 'contains', 'small', 'amounts', 'of', 'essential', 'nutrients', ',', 'but', 'none', 'is', 'a', 'significant', 'proportion', 'of', 'the', 'Daily', 'Value', '(', 'DV', ',', 'right', 'table', ')', '.']	[[0], [0], [0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
208	['A', 'raw', 'nectarine', 'has', 'similar', 'low', 'content', 'of', 'nutrients', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
209	['The', 'glycemic', 'load', 'of', 'an', 'average', 'peach', '(', '120', 'grams', ')', 'is', '5', ',', 'similar', 'to', 'other', 'low', '-', 'sugar', 'fruits', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
210	['One', 'medium', 'peach', 'also', 'contains', '2', '%', 'or', 'more', 'daily', 'value', 'of', 'vitamins', 'E', 'and', 'K', ',', 'niacin', ',', 'folate', ',', 'iron', ',', 'choline', ',', 'potassium', ',', 'magnesium', ',', 'phosphorus', ',', 'manganese', ',', 'zinc', 'and', 'copper', '.']	[[0], [0], [0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
211	['Fresh', 'peaches', 'are', 'a', 'moderate', 'source', 'of', 'antioxidants', 'and', 'vitamin', 'C', 'which', 'is', 'required', 'for', 'the', 'building', 'of', 'connective', 'tissue', 'inside', 'the', 'human', 'body', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
212	['Total', 'polyphenols', 'in', 'mg', 'per', '100', '\xa0', 'g', 'of', 'fresh', 'weight', 'were', '14–102', 'in', 'white', '-', 'flesh', 'nectarines', ',', '18–54', 'in', 'yellow', '-', 'flesh', 'nectarines', ',', '28–111', 'in', 'white', '-', 'flesh', 'peaches', ',', 'and', '21–61', '\xa0', 'mg', 'per', '100', '\xa0', 'g', 'in', 'yellow', '-', 'flesh', 'peaches', '.']	[[0], [0], [0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
