ID	tokens	pos_tags	chunk_tags	ner_tags
69	"['The', 'treaty', 'between', 'Alfred', 'and', 'Guthrum', 'acknowledged', 'the', 'latter', ""'s"", 'landholdings', 'in', 'East', 'Anglia', '.']"	[5, 7, 1, 11, 4, 11, 15, 5, 7, 9, 7, 1, 11, 11, 12]	[0, 11, 13, 11, 0, 11, 21, 0, 11, 15, 11, 13, 11, 12, 0]	[4, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
70	"['In', '880', 'the', 'Vikings', 'returned', 'to', 'East', 'Anglia', 'under', 'Guthrum', ',', 'who', 'according', 'to', 'the', 'medieval', 'historian', 'Pauline', 'Stafford', ',', '""', 'swiftly', 'adapted', 'to', 'territorial', 'kingship', 'and', 'its', 'trappings', ',', 'including', 'the', 'minting', 'of', 'coins', '.']"	[1, 8, 5, 11, 15, 1, 11, 11, 1, 11, 12, 10, 15, 1, 5, 0, 7, 11, 11, 12, 12, 2, 15, 1, 0, 7, 4, 10, 7, 12, 15, 5, 7, 1, 7, 12]	[13, 0, 0, 11, 21, 13, 11, 12, 13, 11, 0, 0, 21, 13, 0, 1, 11, 12, 12, 0, 0, 3, 21, 13, 1, 11, 0, 0, 11, 0, 21, 0, 11, 13, 11, 0]	[7, 4, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
71	"['""', '[', '35', ']', '\n', 'Along', 'with', 'the', 'traditional', 'territory', 'of', 'East', 'Anglia', ',', 'Cambridgeshire', 'and', 'parts', 'of', 'Bedfordshire', 'and', 'Hertfordshire', ',', 'Guthrum', ""'s"", 'kingdom', 'probably', 'included', 'Essex', ',', 'the', 'one', 'portion', 'of', 'Wessex', 'to', 'come', 'under', 'Danish', 'control', '.']"	[12, 16, 8, 12, 1, 1, 5, 0, 7, 1, 11, 11, 12, 11, 4, 7, 1, 11, 4, 11, 12, 11, 9, 7, 2, 15, 11, 12, 5, 8, 7, 1, 11, 9, 15, 1, 0, 7, 12, -1]	[0, 19, 0, 0, 0, 13, 14, 0, 1, 11, 13, 11, 12, 0, 11, 0, 11, 13, 11, 0, 11, 0, 11, 15, 11, 3, 21, 11, 0, 0, 0, 11, 13, 11, 15, 21, 13, 1, 11, 0]	[8, 5, 6, 6, 2, 7, 6, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
72	['[', '36', ']', 'A', 'peace', 'treaty', 'was', 'made', 'between', 'Alfred', 'and', 'Guthrum', 'sometime', 'in', 'the', '880s', '.']	[16, 8, 12, 5, 7, 7, 3, 15, 1, 11, 4, 11, 2, 1, 5, 7, 12]	[19, 0, 0, 0, 11, 12, 21, 22, 13, 11, 0, 11, 3, 13, 0, 11, 0]	[7, 2, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
73	['[', '37', ']', '\n', 'Under', 'Scandinavian', 'control', ',', 'there', 'are', 'settlements', 'in', 'East', 'Anglia', 'which', 'have', 'names', 'with', 'Old', 'Norse', 'elements', ',', 'e.g.']	[16, 8, 16, 1, 0, 7, 12, 10, 15, 7, 1, 11, 11, 10, 15, 7, 1, 11, 11, 7, 12, 2, -1]	[19, 0, 19, 0, 13, 1, 11, 0, 0, 21, 11, 13, 11, 12, 0, 21, 11, 13, 11, 12, 12, 0, 3]	[7, 8, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
74	"[""'"", '-thorp', ""'"", ',', ""'"", '-by', ""'"", '\n', 'In', 'the', 'early', '10th', 'century', ',', 'the', 'East', 'Anglian', 'Danes', 'came', 'under', 'increasing', 'pressure', 'from', 'Edward', ',', 'King', 'of', 'Wessex', '.']"	[12, 16, 8, 12, 12, 2, 12, 1, 5, 0, 0, 7, 12, 5, 11, 11, 11, 15, 1, 15, 7, 1, 11, 12, 11, 1, 11, 12, -1]	[0, 19, 0, 0, 0, 3, 0, 0, 13, 0, 1, 2, 11, 0, 0, 11, 12, 12, 21, 13, 21, 11, 13, 11, 0, 11, 13, 11, 0]	[8, 7, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
75	"['In', '901', ',', 'Edward', ""'s"", 'cousin', 'Æthelwold', 'ætheling,[c', ']', 'having', 'been', 'driven', 'into', 'exile', 'after', 'an', 'unsuccessful', 'bid', 'for', 'the', 'throne', ',', 'arrived', 'in', 'Essex', 'after', 'a', 'stay', 'in', 'Northumbria', '.']"	[1, 8, 12, 11, 9, 7, 11, 11, 12, 3, 3, 15, 1, 7, 1, 5, 0, 7, 1, 5, 7, 12, 15, 1, 11, 1, 5, 7, 1, 11, 12]	[13, 0, 0, 11, 15, 11, 12, 12, 0, 21, 22, 22, 13, 11, 13, 0, 1, 11, 13, 0, 11, 0, 21, 13, 11, 13, 0, 11, 13, 11, 0]	[7, 2, 2, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
76	['He', 'was', 'apparently', 'accepted', 'as', 'king', 'by', 'some', 'or', 'all', 'Danes', 'in', 'England', 'and', 'induced', 'the', 'East', 'Anglian', 'Danes', 'to', 'wage', 'war', 'on', 'Edward', 'in', 'Mercia', 'and', 'Wessex', '.']	[10, 3, 2, 15, 1, 7, 1, 10, 4, 5, 11, 1, 11, 4, 15, 5, 11, 11, 7, 9, 15, 7, 1, 11, 1, 11, 4, 11, 12]	[0, 21, 3, 21, 13, 11, 13, 0, 0, 0, 11, 13, 11, 0, 21, 0, 11, 12, 12, 15, 21, 11, 13, 11, 13, 11, 0, 11, 0]	[8, 5, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77	['This', 'ended', 'in', 'disaster', 'with', 'the', 'death', 'of', 'Æthelwold', 'and', 'of', 'Eohric', 'of', 'East', 'Anglia', 'in', 'battle', 'in', 'December', '902', '.']	[10, 15, 1, 7, 1, 5, 7, 1, 11, 4, 1, 11, 1, 11, 11, 1, 7, 1, 11, 8, 12]	[0, 21, 13, 11, 13, 0, 11, 13, 11, 0, 13, 11, 13, 11, 12, 13, 11, 13, 11, 0, 0]	[2, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
78	['[', '38', ']', '\n', 'From', '911–917', ',', 'Edward', 'expanded', 'his', 'control', 'over', 'the', 'rest', 'of', 'England', 'south', 'of', 'the', 'Humber', ',', 'establishing', 'in', 'Essex', 'and', 'Mercia', 'burhs', ',', 'often', 'designed', 'to', 'control', 'the', 'use', 'of', 'a', 'river', 'by', 'the', 'Danes', '.']	[16, 8, 16, 1, 8, 12, 11, 15, 10, 7, 1, 5, 7, 1, 11, 2, 1, 5, 11, 12, 15, 1, 11, 4, 11, 7, 12, 2, 15, 9, 15, 5, 7, 1, 5, 7, 1, 5, 11, 12, -1]	[19, 0, 19, 0, 13, 0, 0, 11, 21, 0, 11, 13, 0, 11, 13, 11, 3, 13, 0, 11, 0, 21, 13, 11, 0, 11, 12, 0, 3, 21, 15, 21, 0, 11, 13, 0, 11, 13, 0, 11, 0]	[7, 8, 1, 6, 1, 8, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
79	['[', '39', ']', 'In', '917', ',', 'the', 'Danish', 'position', 'in', 'the', 'area', 'suddenly', 'collapsed', '.']	[16, 8, 12, 1, 8, 12, 5, 0, 7, 1, 5, 7, 2, 15, 12]	[19, 0, 0, 13, 0, 0, 0, 1, 11, 13, 0, 11, 3, 21, 0]	[7, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
80	['A', 'rapid', 'succession', 'of', 'defeats', 'culminated', 'in', 'the', 'loss', 'of', 'the', 'territories', 'of', 'Northampton', 'and', 'Huntingdon', ',', 'along', 'with', 'the', 'rest', 'of', 'Essex', ':', 'a', 'Danish', 'king', ',', 'probably', 'from', 'East', 'Anglia', ',', 'was', 'killed', 'at', 'Tempsford', '.']	[5, 0, 7, 1, 7, 15, 1, 5, 7, 1, 5, 7, 1, 11, 4, 11, 12, 1, 1, 5, 7, 1, 11, 12, 5, 0, 7, 12, 2, 1, 11, 11, 12, 3, 15, 1, 11, 12]	[0, 1, 11, 13, 11, 21, 13, 0, 11, 13, 0, 11, 13, 11, 0, 11, 0, 13, 14, 0, 11, 13, 11, 0, 0, 1, 11, 0, 3, 13, 11, 12, 0, 21, 22, 13, 11, 0]	[6, 5, 7, 7, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
81	"['Despite', 'reinforcement', 'from', 'overseas', ',', 'the', 'Danish', 'counter', '-', 'attacks', 'were', 'crushed', ',', 'and', 'after', 'the', 'defection', 'of', 'many', 'of', 'their', 'English', 'subjects', 'as', 'Edward', ""'s"", 'army', 'advanced', ',', 'the', 'Danes', 'of', 'East', 'Anglia', 'and', 'of', 'Cambridge', 'capitulated', '.']"	[13, 7, 1, 2, 12, 5, 11, 7, 7, 7, 3, 15, 12, 4, 1, 5, 7, 1, 0, 1, 10, 0, 7, 13, 11, 9, 7, 15, 12, 5, 11, 1, 11, 11, 4, 1, 11, 15, 12]	[17, 11, 13, 3, 0, 0, 11, 12, 12, 12, 21, 22, 0, 0, 13, 0, 11, 13, 1, 13, 0, 1, 11, 17, 11, 15, 11, 21, 0, 0, 11, 13, 11, 12, 0, 13, 11, 21, 0]	[7, 7, 1, 7, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
82	['[', '40', ']', '\n', 'East', 'Anglia', 'was', 'absorbed', 'into', 'the', 'Kingdom', 'of', 'Wessex', 'in', '917', '.']	[16, 8, 12, 11, 11, 3, 15, 1, 5, 11, 1, 11, 1, 8, 12, -1]	[19, 0, 0, 0, 11, 12, 21, 22, 13, 0, 11, 13, 11, 13, 0, 0]	[7, 6, 6, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
83	['Norfolk', 'and', 'Suffolk', 'became', 'part', 'of', 'a', 'new', 'earldom', 'of', 'East', 'Anglia', 'in', '1017', ',', 'when', 'Thorkell', 'the', 'Tall', 'was', 'made', 'earl', 'by', 'Cnut', 'the', 'Great', '.']	[11, 4, 11, 15, 7, 1, 5, 0, 0, 1, 11, 11, 1, 8, 12, 13, 11, 5, 11, 3, 15, 0, 1, 11, 5, 11, 12]	[11, 0, 11, 21, 11, 13, 0, 1, 2, 13, 11, 12, 13, 0, 0, 17, 11, 0, 11, 21, 22, 1, 13, 11, 0, 11, 0]	[5, 6, 5, 7, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
84	['[', '41', ']', 'The', 'restored', 'ecclesiastical', 'structure', 'saw', 'two', 'former', 'East', 'Anglian', 'bishoprics', '(', 'Elmham', 'and', 'Dunwich', ')', 'replaced', 'by', 'a', 'single', 'one', 'at', 'North', 'Elmham', '.']	[16, 8, 12, 5, 15, 0, 7, 15, 8, 0, 11, 0, 7, 12, 11, 4, 11, 12, 15, 1, 5, 0, 7, 1, 11, 11, 12]	[19, 0, 0, 0, 21, 1, 11, 21, 0, 1, 11, 1, 11, 0, 11, 0, 11, 0, 21, 13, 0, 1, 11, 13, 11, 12, 0]	[7, 8, 8, 2, 5, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
85	['[', '3', ']', '\n', 'The', 'East', 'Angles', 'spoke', 'Old', 'English', '.']	[16, 16, 12, 5, 11, 11, 15, 11, 11, 12, -1]	[19, 20, 0, 0, 0, 11, 12, 21, 11, 12, 0]	[7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]
86	"['Their', 'language', 'is', 'historically', 'important', ',', 'as', 'they', 'were', 'among', 'the', 'first', 'Germanic', 'settlers', 'to', 'arrive', 'in', 'Britain', 'during', 'the', '5th', 'century', ':', 'according', 'to', 'Kortmann', 'and', 'Schneider', ',', 'East', 'Anglia', '""', 'can', 'seriously', 'claim', 'to', 'be', 'the', 'first', 'place', 'in', 'the', 'world', 'where', 'English', 'was', 'spoken', '.']"	[10, 7, 3, 2, 0, 12, 13, 10, 3, 1, 5, 0, 11, 7, 9, 15, 1, 11, 1, 5, 0, 7, 12, 15, 1, 11, 4, 11, 12, 11, 11, 12, 3, 2, 15, 9, 3, 5, 0, 7, 1, 5, 7, 13, 11, 3, 15, 12]	[0, 11, 21, 3, 1, 0, 17, 0, 21, 13, 0, 1, 11, 12, 15, 21, 13, 11, 13, 0, 1, 11, 0, 21, 13, 11, 0, 11, 0, 11, 12, 0, 21, 3, 21, 15, 21, 0, 1, 11, 13, 0, 11, 17, 11, 21, 22, 0]	[8, 5, 7, 3, 1, 6, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
87	"['""', '[', '42', ']', '\n', 'The', 'evidence', 'for', 'dialects', 'in', 'Old', 'English', 'comes', 'from', 'the', 'study', 'of', 'texts', ',', 'place', '-', 'names', ',', 'personal', 'names', 'and', 'coins', '.']"	[12, 16, 8, 12, 5, 7, 1, 7, 1, 11, 11, 15, 1, 5, 7, 1, 7, 12, 7, 12, 7, 12, 0, 7, 4, 7, 12, -1]	[0, 19, 0, 0, 0, 0, 11, 13, 11, 13, 11, 12, 21, 13, 0, 11, 13, 11, 0, 11, 0, 11, 0, 1, 11, 0, 11, 0]	[8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
88	['[', '43', ']', 'A.', 'H.', 'Smith', 'was', 'the', 'first', 'to', 'recognise', 'the', 'existence', 'of', 'a', 'separate', 'Old', 'East', 'Anglian', 'dialect', ',', 'in', 'addition', 'to', 'the', 'recognised', 'dialects', 'of', 'Northumbrian', ',', 'Mercian', ',', 'West', 'Saxon', 'and', 'Kentish', '.']	[16, 8, 12, 7, 11, 11, 3, 5, 0, 9, 15, 5, 7, 1, 5, 0, 11, 11, 0, 7, 12, 1, 7, 1, 5, 15, 7, 1, 11, 12, 11, 12, 11, 11, 4, 11, 12]	[19, 0, 0, 11, 12, 12, 21, 0, 1, 15, 21, 0, 11, 13, 0, 1, 11, 12, 1, 11, 0, 13, 11, 13, 0, 21, 11, 13, 11, 0, 11, 0, 11, 12, 0, 11, 0]	[7, 8, 8, 5, 6, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
89	"['He', 'acknowledged', 'that', 'his', 'proposal', 'for', 'such', 'a', 'dialect', 'was', 'tentative', ',', 'acknowledging', 'that', '""', 'the', 'linguistic', 'boundaries', 'of', 'the', 'original', 'dialects', 'could', 'not', 'have', 'enjoyed', 'prolonged', 'stability', '.']"	[10, 15, 13, 10, 7, 1, 5, 5, 7, 3, 0, 12, 15, 13, 12, 5, 0, 7, 1, 5, 0, 7, 3, 9, 3, 15, 0, 7, 12]	[0, 21, 17, 0, 11, 13, 0, 0, 11, 21, 1, 0, 21, 17, 0, 0, 1, 11, 13, 0, 1, 11, 21, 15, 21, 22, 1, 11, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
90	"['""', '[', '44', ']', 'As', 'no', 'East', 'Anglian', 'manuscripts', ',', 'Old', 'English', 'inscriptions', 'or', 'literary', 'records', 'such', 'as', 'charters', 'have', 'survived', ',', 'there', 'is', 'little', 'evidence', 'to', 'support', 'the', 'existence', 'of', 'such', 'a', 'dialect', '.']"	[12, 16, 8, 12, 13, 5, 0, 0, 7, 12, 11, 11, 7, 4, 0, 7, 0, 1, 7, 3, 15, 12, 10, 15, 0, 7, 9, 15, 5, 7, 1, 5, 5, 7, 12]	[0, 19, 0, 0, 17, 0, 1, 2, 11, 0, 11, 12, 12, 0, 1, 11, 1, 13, 11, 21, 22, 0, 0, 21, 1, 11, 15, 21, 0, 11, 13, 0, 0, 11, 0]	[8, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
91	"['According', 'to', 'a', 'study', 'by', 'Von', 'Feilitzen', 'in', 'the', '1930s', ',', 'the', 'recording', 'of', 'many', 'place', '-', 'names', 'in', 'Domesday', 'Book', 'was', '""', 'ultimately', 'based', 'on', 'the', 'evidence', 'of', 'local', 'juries', '""', 'and', 'so', 'the', 'spoken', 'form', 'of', 'Anglo', '-', 'Saxon', 'places', 'and', 'people', 'was', 'partly', 'preserved', 'in', 'this', 'way', '.']"	[15, 1, 5, 7, 1, 11, 11, 1, 5, 7, 12, 5, 7, 1, 0, 7, 12, 7, 1, 11, 11, 3, 12, 2, 15, 1, 5, 7, 1, 0, 7, 12, 4, 2, 5, 0, 7, 1, 0, 12, 11, 7, 4, 7, 3, 2, 15, 1, 5, 7, 12]	[21, 13, 0, 11, 13, 11, 12, 13, 0, 11, 0, 0, 11, 13, 1, 11, 0, 11, 13, 11, 12, 21, 0, 3, 21, 13, 0, 11, 13, 1, 11, 0, 0, 3, 0, 1, 11, 13, 1, 0, 11, 12, 0, 11, 21, 3, 21, 13, 0, 11, 0]	[1, 7, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
92	['[', '45', ']', 'Evidence', 'from', 'Domesday', 'Book', 'and', 'later', 'sources', 'suggests', 'that', 'a', 'dialect', 'boundary', 'once', 'existed', ',', 'corresponding', 'with', 'a', 'line', 'that', 'separates', 'from', 'their', 'neighbours', 'the', 'English', 'counties', 'of', 'Cambridgeshire', '(', 'including', 'the', 'once', 'sparsely', '-', 'inhabited', 'Fens', ')', ',', 'Norfolk', 'and', 'Suffolk', '.']	[16, 8, 12, 7, 1, 11, 11, 4, 0, 7, 15, 13, 5, 7, 7, 2, 15, 12, 15, 1, 5, 7, 10, 15, 1, 10, 7, 5, 0, 7, 1, 11, 12, 15, 5, 2, 2, 12, 15, 11, 12, 12, 11, 4, 11, 12]	[19, 0, 0, 11, 13, 11, 12, 0, 1, 11, 21, 17, 0, 11, 12, 3, 21, 0, 21, 13, 0, 11, 0, 21, 13, 0, 11, 0, 1, 11, 13, 11, 0, 21, 0, 3, 4, 0, 21, 11, 0, 0, 11, 0, 11, 0]	[7, 8, 6, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
93	['[', '46', ']', '\n', 'The', 'kingdom', 'of', 'the', 'East', 'Angles', 'bordered', 'the', 'North', 'Sea', 'to', 'the', 'north', 'and', 'the', 'east', ',', 'with', 'the', 'River', 'Stour', 'historically', 'dividing', 'it', 'from', 'the', 'East', 'Saxons', 'to', 'the', 'south', '.']	[16, 8, 12, 5, 7, 1, 5, 11, 11, 15, 5, 11, 11, 1, 5, 7, 4, 5, 7, 12, 1, 5, 11, 11, 2, 15, 10, 1, 5, 11, 11, 1, 5, 7, 12, -1]	[19, 0, 0, 0, 0, 11, 13, 0, 11, 12, 21, 0, 11, 12, 13, 0, 11, 0, 0, 11, 0, 13, 0, 11, 12, 3, 21, 0, 13, 0, 11, 12, 13, 0, 11, 0]	[7, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
94	"['The', 'North', 'Sea', 'provided', 'a', '""', 'thriving', 'maritime', 'link', 'to', 'Scandinavia', 'and', 'the', 'northern', 'reaches', 'of', 'Germany', '""', ',', 'according', 'to', 'the', 'historian', 'Richard', 'Hoggett', '.']"	[5, 11, 11, 15, 5, 12, 15, 0, 7, 1, 11, 4, 5, 0, 7, 1, 11, 12, 12, 15, 1, 5, 7, 11, 11, 12]	[0, 11, 12, 21, 0, 0, 21, 1, 11, 13, 11, 0, 0, 1, 11, 13, 11, 0, 0, 21, 13, 0, 11, 12, 12, 0]	[0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
95	['The', 'port', 'of', 'Ipswich', '(', 'Gipeswic', ')', 'was', 'established', 'in', '7th', 'century', '.']	[5, 7, 1, 11, 12, 11, 12, 3, 15, 1, 0, 7, 12]	[0, 11, 13, 11, 0, 11, 0, 21, 22, 13, 1, 11, 0]	[4, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
96	"['The', 'kingdom', ""'s"", 'western', 'boundary', 'varied', 'from', 'the', 'rivers', 'Ouse', ',', 'Lark', 'and', 'Kennett', 'to', 'further', 'westwards', ',', 'as', 'far', 'as', 'the', 'Cam', 'in', 'what', 'is', 'now', 'Cambridgeshire', '.']"	[5, 7, 9, 0, 7, 15, 1, 5, 7, 11, 12, 11, 4, 11, 1, 0, 7, 12, 2, 2, 1, 5, 11, 1, 10, 3, 2, 11, 12]	[0, 11, 15, 1, 11, 21, 13, 0, 11, 12, 0, 11, 0, 11, 13, 1, 11, 0, 3, 4, 13, 0, 11, 13, 0, 21, 3, 11, 0]	[2, 1, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
97	['At', 'its', 'greatest', 'extent', ',', 'the', 'kingdom', 'comprised', 'the', 'modern', '-', 'day', 'counties', 'of', 'Norfolk', ',', 'Suffolk', 'and', 'parts', 'of', 'eastern', 'Cambridgeshire', '.']	[1, 10, 0, 7, 12, 5, 7, 15, 5, 0, 12, 7, 7, 1, 11, 12, 11, 4, 7, 1, 0, 11, 12]	[13, 0, 1, 11, 0, 0, 11, 21, 0, 1, 0, 11, 12, 13, 11, 0, 11, 0, 11, 13, 1, 11, 0]	[5, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
98	['[', '47', ']', '\n', 'Erosion', 'on', 'the', 'eastern', 'border', 'and', 'deposition', 'on', 'the', 'north', 'coast', 'altered', 'the', 'East', 'Anglian', 'coastline', 'in', 'Roman', 'and', 'Anglo', '-', 'Saxon', 'times', '(', 'and', 'continues', 'to', 'do', 'so', ')', '.']	[16, 8, 12, 11, 1, 5, 0, 7, 4, 7, 1, 5, 11, 11, 15, 5, 11, 0, 7, 1, 11, 4, 11, 12, 11, 7, 12, 4, 15, 9, 15, 2, 12, 12, -1]	[19, 0, 0, 0, 11, 13, 0, 1, 11, 0, 11, 13, 0, 11, 12, 21, 0, 11, 1, 11, 13, 11, 0, 11, 0, 11, 12, 0, 0, 21, 15, 21, 3, 0, 0]	[7, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
99	['In', 'the', 'latter', ',', 'the', 'sea', 'flooded', 'the', 'low', '-', 'lying', 'Fens', '.']	[1, 5, 0, 12, 5, 7, 15, 5, 2, 12, 15, 11, 12]	[13, 0, 1, 0, 0, 11, 21, 0, 3, 0, 21, 11, 0]	[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
100	"['As', 'sea', 'levels', 'fell', 'alluvium', 'was', 'deposited', 'near', 'major', 'river', 'estuaries', 'and', 'the', '""', 'Great', 'Estuary', '""', '(', 'which', 'the', 'Saxon', 'Shore', 'forts', 'at', 'Burgh', 'Castle', 'and', 'Caister', 'had', 'guarded', ')', 'became', 'closed', 'off', 'by', 'a', 'large', 'spit', 'of', 'land', '.']"	[13, 7, 7, 15, 7, 3, 15, 1, 0, 7, 7, 4, 5, 12, 11, 11, 12, 12, 10, 5, 11, 11, 7, 1, 11, 11, 4, 11, 3, 15, 12, 15, 15, 1, 1, 5, 0, 7, 1, 7, 12]	[17, 11, 12, 21, 11, 21, 22, 13, 1, 11, 12, 0, 0, 0, 11, 12, 0, 0, 0, 0, 11, 12, 12, 13, 11, 12, 0, 11, 21, 22, 0, 21, 22, 13, 14, 0, 1, 11, 13, 11, 0]	[7, 7, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
101	['[', '48', ']', '\n', 'No', 'East', 'Anglian', 'charters', '(', 'and', 'few', 'other', 'documents', ')', 'have', 'survived', ',', 'while', 'the', 'medieval', 'chronicles', 'that', 'refer', 'to', 'the', 'East', 'Angles', 'are', 'treated', 'with', 'great', 'caution', 'by', 'scholars', '.']	[16, 8, 12, 5, 0, 0, 7, 12, 4, 0, 0, 7, 12, 3, 15, 12, 13, 5, 0, 7, 10, 15, 1, 5, 11, 11, 3, 15, 1, 0, 7, 1, 7, 12, -1]	[19, 0, 0, 0, 0, 1, 2, 11, 0, 0, 1, 2, 11, 0, 21, 22, 0, 17, 0, 1, 11, 0, 21, 13, 0, 11, 12, 21, 22, 13, 1, 11, 13, 11, 0]	[7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
